,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited,Binned-Age
14252,760,53,6,126045.23026974239,1,0,0,133615.1023825835,1,1,596,0.0,1.0,0.0,0.2548590283335219,0.7451409716664781,1.0,0.0,0.0,0.0,1,41-60
14253,619,36,7,0.0,1,1,1,55980.46335055184,1,3,774,1.0,0.0,0.0,0.3090598767895856,0.6909401232104144,0.0,1.0,0.0,0.0,1,21-40
14254,546,31,4,122770.59775231959,1,0,0,62687.39592845598,1,3,249,0.0,0.12069451983652413,0.8793054801634759,0.8793054801634759,0.12069451983652413,0.8793054801634759,0.0,0.0,0.12069451983652413,1,21-40
14255,594,48,4,0.0,2,0,0,103645.3870898254,1,4,290,1.0,0.0,0.0,0.3926892703200834,0.6073107296799166,0.3926892703200834,0.0,0.0,0.6073107296799166,1,41-60
14256,595,42,9,0.0,1,0,0,73381.31386962452,1,3,387,0.6496096621540101,0.0,0.35039033784598994,0.0,1.0,0.35039033784598994,0.0,0.0,0.6496096621540101,1,41-60
14257,740,39,3,0.0,1,0,0,134613.4035006853,1,2,656,1.0,0.0,0.0,0.5643729246433847,0.43562707535661527,1.0,0.0,0.0,0.0,1,21-40
14258,724,52,6,0.0,1,0,0,173775.15116851666,1,1,422,0.17248648733236416,0.0,0.8275135126676358,1.0,0.0,0.0,1.0,0.0,0.0,1,41-60
14259,763,53,1,159265.87199107942,1,0,0,6032.53074723038,1,1,403,0.7619957167120913,0.23800428328790868,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
14260,616,40,5,104917.67452226217,1,0,0,191929.15399590717,1,1,373,0.0,1.0,0.0,0.5270189648784273,0.47298103512157275,0.0,0.0,1.0,0.0,1,21-40
14261,706,38,6,122240.72183950838,1,1,0,55662.79155406887,1,1,793,1.0,0.0,0.0,0.5239063203090439,0.47609367969095606,1.0,0.0,0.0,0.0,1,21-40
14262,662,51,1,158254.9153419247,1,1,0,100132.46501630594,1,3,372,0.5425026577526502,0.45749734224734984,0.0,1.0,0.0,0.5425026577526502,0.0,0.0,0.45749734224734984,1,41-60
14263,711,49,4,0.0,1,0,1,29811.151540548748,1,2,533,1.0,0.0,0.0,0.752052082915015,0.24794791708498498,0.752052082915015,0.0,0.24794791708498498,0.0,1,41-60
14264,668,55,4,132627.11621159973,1,1,0,98229.02084189674,1,3,447,0.39172059380577806,0.6082794061942219,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,41-60
14265,690,38,1,134749.81577743066,2,0,0,102352.01431822745,1,3,743,0.0,1.0,0.0,0.0,1.0,0.0,0.723599446081255,0.27640055391874496,0.0,1,21-40
14266,581,55,9,106394.41415543173,2,1,1,122785.19052915112,1,1,743,0.9236912257673092,0.07630877423269078,0.0,0.07630877423269078,0.9236912257673092,0.0,1.0,0.0,0.0,1,41-60
14267,726,51,7,91947.8210321801,1,0,0,117137.0736341499,1,5,559,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8742039935805236,0.1257960064194764,1,41-60
14268,618,54,3,0.0,1,1,0,136987.3137741342,1,2,620,0.4944749610065279,0.0,0.5055250389934721,1.0,0.0,0.0,0.5055250389934721,0.0,0.4944749610065279,1,41-60
14269,642,49,3,203610.06431177486,1,0,1,5123.999312539203,1,1,794,1.0,0.0,0.0,0.8131525395420166,0.1868474604579834,0.0,0.0,0.0,1.0,1,41-60
14270,657,41,4,41256.94954076277,1,1,0,112567.92510340536,1,2,618,0.0,0.0,1.0,0.04410194486702623,0.9558980551329738,0.0,0.9558980551329738,0.04410194486702623,0.0,1,41-60
14271,678,39,6,0.0,1,1,0,669.7486537136027,1,4,495,0.2408895409695503,0.0,0.7591104590304497,0.7591104590304497,0.2408895409695503,0.2408895409695503,0.0,0.7591104590304497,0.0,1,21-40
14272,555,44,5,0.0,1,1,0,170373.65190608936,1,1,613,1.0,0.0,0.0,0.5639294946866313,0.43607050531336866,0.0,0.5639294946866313,0.0,0.43607050531336866,1,41-60
14273,595,48,5,132529.38806659344,2,0,0,36206.783824828686,1,2,650,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5714262788075498,0.4285737211924502,1,41-60
14274,670,58,7,128839.32326703396,1,0,0,190658.65767976438,1,2,291,0.5368189262427812,0.46318107375721884,0.0,0.46318107375721884,0.5368189262427812,0.0,0.46318107375721884,0.0,0.5368189262427812,1,41-60
14275,481,50,2,0.0,1,0,0,93338.17855383428,1,4,339,1.0,0.0,0.0,0.9765444719676402,0.02345552803235984,0.0,0.9765444719676402,0.0,0.02345552803235984,1,41-60
14276,715,42,8,106163.67061427055,1,1,0,136761.91634799185,1,4,497,0.0,0.7083680972966094,0.29163190270339057,0.7083680972966094,0.29163190270339057,0.29163190270339057,0.0,0.7083680972966094,0.0,1,41-60
14277,625,47,2,122192.13751989274,1,1,0,17847.65938210681,1,3,495,0.0,0.4344849531865147,0.5655150468134853,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
14278,748,37,3,98820.13794700342,1,1,0,95942.39693318868,1,3,631,1.0,0.0,0.0,1.0,0.0,0.6179810618452991,0.0,0.3820189381547009,0.0,1,21-40
14279,727,36,2,0.0,1,0,0,174192.38995411622,1,1,673,0.0,0.0,1.0,0.20704289964282163,0.7929571003571784,0.20704289964282163,0.0,0.7929571003571784,0.0,1,21-40
14280,581,48,7,144045.26739395902,1,1,0,191395.5436166468,1,3,839,0.629776310075786,0.37022368992421395,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
14281,641,58,7,0.0,1,0,0,88858.96747380264,1,4,689,1.0,0.0,0.0,1.0,0.0,0.9124191259758324,0.0,0.0,0.08758087402416759,1,41-60
14282,649,61,5,131620.25592813233,1,0,0,169314.40006715036,1,2,818,0.0,0.5274435212399914,0.4725564787600086,1.0,0.0,0.5274435212399914,0.0,0.0,0.4725564787600086,1,61-80
14283,597,38,6,112862.8411125566,1,1,0,47830.99054997,1,5,425,0.0,1.0,0.0,0.0,1.0,0.0,0.536571832313657,0.463428167686343,0.0,1,21-40
14284,571,44,8,0.0,1,0,0,126472.29194972593,1,2,576,0.8534484724104852,0.0,0.14655152758951484,0.14655152758951484,0.8534484724104852,0.0,0.8534484724104852,0.14655152758951484,0.0,1,41-60
14285,576,31,5,102097.08579097722,3,0,0,187851.94634706218,1,3,646,0.0,1.0,0.0,0.9769439053781673,0.023056094621832668,0.023056094621832668,0.0,0.0,0.9769439053781673,1,21-40
14286,603,51,7,0.0,1,0,0,41426.30638098566,1,3,345,1.0,0.0,0.0,1.0,0.0,0.9234817467633304,0.0,0.0,0.07651825323666961,1,41-60
14287,610,47,5,0.0,1,1,0,23042.758626710172,1,5,672,0.5171409679498727,0.0,0.48285903205012726,0.0,1.0,0.0,0.0,0.48285903205012726,0.5171409679498727,1,41-60
14288,652,38,4,0.0,1,0,0,80783.29645311277,1,2,635,0.0,0.0,1.0,0.5595917990143199,0.4404082009856801,0.0,0.5595917990143199,0.0,0.4404082009856801,1,21-40
14289,569,46,7,111410.96599366439,1,0,0,97140.79496471758,1,1,422,0.0,1.0,0.0,0.8674616808693307,0.13253831913066927,0.13253831913066927,0.0,0.0,0.8674616808693307,1,41-60
14290,561,59,4,0.0,1,1,0,49562.95093310584,1,3,643,1.0,0.0,0.0,1.0,0.0,0.23452421234614618,0.7654757876538538,0.0,0.0,1,41-60
14291,627,49,3,108699.46923382697,2,0,0,184358.00077422115,1,4,596,1.0,0.0,0.0,0.30628981561663815,0.6937101843833618,0.0,0.0,0.6937101843833618,0.30628981561663815,1,41-60
14292,625,29,3,112117.23220526833,1,1,0,60956.67771240884,1,5,441,0.6717572984907317,0.32824270150926826,0.0,0.0,1.0,0.0,0.32824270150926826,0.0,0.6717572984907317,1,21-40
14293,640,38,8,131572.89587565177,3,0,0,7097.1357623365875,1,2,440,0.0,1.0,0.0,0.05118818011705317,0.9488118198829468,0.0,0.9488118198829468,0.05118818011705317,0.0,1,21-40
14294,618,30,4,130921.08950962948,1,0,1,9153.809930968402,1,4,706,0.0,0.7675463965866854,0.23245360341331456,0.23245360341331456,0.7675463965866854,0.0,0.23245360341331456,0.0,0.7675463965866854,1,21-40
14295,581,49,5,124586.20559647381,1,1,0,50213.92438229678,1,1,697,0.0,1.0,0.0,0.7344855106437497,0.2655144893562503,0.0,0.0,1.0,0.0,1,41-60
14296,529,48,2,0.0,1,1,0,114654.49987200466,1,2,480,0.07928095548398262,0.0,0.9207190445160174,0.07928095548398262,0.9207190445160174,0.07928095548398262,0.0,0.0,0.9207190445160174,1,41-60
14297,666,54,3,137240.4346470149,1,0,0,51027.83895994587,1,2,790,0.0,1.0,0.0,0.0,1.0,0.0,0.20735072210831407,0.7926492778916859,0.0,1,41-60
14298,791,46,0,89043.72425096734,1,0,0,87485.35298084648,1,1,758,0.0,0.8303666114892451,0.16963338851075493,0.8303666114892451,0.16963338851075493,0.16963338851075493,0.0,0.0,0.8303666114892451,1,41-60
14299,611,50,7,0.0,1,0,0,41474.60731894726,1,3,361,1.0,0.0,0.0,1.0,0.0,0.8558238983789658,0.0,0.0,0.14417610162103422,1,41-60
14300,743,36,1,80164.14710018391,1,0,0,155635.72789791872,1,2,523,1.0,0.0,0.0,0.7035452010979016,0.29645479890209836,0.0,0.29645479890209836,0.7035452010979016,0.0,1,21-40
14301,610,37,9,152572.65657410937,1,0,1,53250.5041189616,1,2,366,0.0,0.22758692783123546,0.7724130721687645,0.7724130721687645,0.22758692783123546,0.22758692783123546,0.0,0.0,0.7724130721687645,1,21-40
14302,548,45,3,66144.05695206842,1,1,0,194138.54729737205,1,1,426,0.7893303262725049,0.0,0.21066967372749512,0.21066967372749512,0.7893303262725049,0.7893303262725049,0.0,0.0,0.21066967372749512,1,41-60
14303,697,50,5,171035.17237978938,1,1,0,170150.9390836839,1,4,721,0.49202885655184847,0.5079711434481515,0.0,0.5079711434481515,0.49202885655184847,0.0,1.0,0.0,0.0,1,41-60
14304,659,32,2,37222.28728287874,1,0,0,103370.1498293187,1,3,939,0.0,0.0,1.0,0.9543142874058428,0.04568571259415721,0.04568571259415721,0.0,0.9543142874058428,0.0,1,21-40
14305,582,46,3,0.0,1,1,0,137955.27006772376,1,4,278,1.0,0.0,0.0,1.0,0.0,0.45520985963237737,0.0,0.0,0.5447901403676226,1,41-60
14306,638,44,1,119627.97972903369,1,1,0,179788.08060302748,1,2,763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5471589392885736,0.4528410607114264,1,41-60
14307,554,45,6,168286.66261880417,1,1,0,18013.010629957098,1,4,788,0.0,1.0,0.0,0.6407878078626303,0.35921219213736966,0.6407878078626303,0.35921219213736966,0.0,0.0,1,41-60
14308,717,52,6,0.0,1,1,0,137037.8990348426,1,2,815,0.4520032550401818,0.0,0.5479967449598182,1.0,0.0,0.0,0.5479967449598182,0.0,0.4520032550401818,1,41-60
14309,558,49,1,121427.0543473174,1,0,0,84687.23869429406,1,2,705,0.0,1.0,0.0,0.05128300056333179,0.9487169994366682,0.9487169994366682,0.05128300056333179,0.0,0.0,1,41-60
14310,686,37,6,99722.71176507077,1,1,0,138682.83727410898,1,5,925,0.0,1.0,0.0,0.3456998980896877,0.6543001019103123,0.0,1.0,0.0,0.0,1,21-40
14311,630,31,8,0.0,3,0,0,94557.42920632278,1,2,449,0.16827343394262917,0.0,0.8317265660573708,0.16827343394262917,0.8317265660573708,0.0,0.16827343394262917,0.8317265660573708,0.0,1,21-40
14312,824,48,9,131849.87037562273,1,1,0,170722.8932947163,1,4,285,0.0,1.0,0.0,0.7023192275317451,0.29768077246825486,0.0,0.7023192275317451,0.29768077246825486,0.0,1,41-60
14313,492,44,6,111020.99611336653,2,0,0,10330.913860570108,1,3,892,0.0,1.0,0.0,1.0,0.0,0.44152744323765525,0.0,0.0,0.5584725567623448,1,41-60
14314,735,55,8,110260.02845433775,1,0,1,51283.11628636294,1,4,659,0.7988938530485316,0.0,0.20110614695146845,0.7988938530485316,0.20110614695146845,0.20110614695146845,0.7988938530485316,0.0,0.0,1,41-60
14315,667,59,2,81458.38140713041,1,0,0,67814.97907692219,1,1,882,0.30284970458910054,0.6971502954108995,0.0,0.6971502954108995,0.30284970458910054,0.0,0.30284970458910054,0.6971502954108995,0.0,1,41-60
14316,676,47,2,0.0,3,0,0,88926.56329360094,1,1,824,0.785935820456824,0.0,0.21406417954317603,1.0,0.0,0.785935820456824,0.0,0.0,0.21406417954317603,1,41-60
14317,573,35,7,163188.28089476007,3,1,0,119286.18153203836,1,3,438,0.7513415606183471,0.24865843938165288,0.0,1.0,0.0,0.24865843938165288,0.0,0.0,0.7513415606183471,1,21-40
14318,475,40,6,160876.97840693587,1,0,1,169551.79483119788,1,4,223,0.9800124859384887,0.0,0.019987514061511336,0.019987514061511336,0.9800124859384887,0.0,1.0,0.0,0.0,1,21-40
14319,751,30,5,160436.35268377067,1,0,0,72829.49668570134,1,4,885,0.12458487680385133,0.8754151231961487,0.0,0.8754151231961487,0.12458487680385133,0.8754151231961487,0.12458487680385133,0.0,0.0,1,21-40
14320,729,41,3,74985.58417717875,2,1,0,91551.13410261841,1,2,423,0.0,1.0,0.0,0.18725649641299302,0.812743503587007,0.0,0.812743503587007,0.0,0.18725649641299302,1,41-60
14321,616,31,8,143051.64821712283,1,1,0,105654.7005717891,1,4,753,0.07149877319840148,0.9285012268015985,0.0,0.0,1.0,0.0,0.9285012268015985,0.0,0.07149877319840148,1,21-40
14322,580,44,4,0.0,2,0,0,5472.387669367328,1,1,467,0.0,0.0,1.0,0.865219417393701,0.134780582606299,1.0,0.0,0.0,0.0,1,41-60
14323,554,49,3,0.0,1,0,0,131331.64501859847,1,3,364,0.5411693917376943,0.0,0.4588306082623057,1.0,0.0,0.0,0.5411693917376943,0.4588306082623057,0.0,1,41-60
14324,566,40,3,0.0,1,0,0,197886.22581904815,1,3,617,0.36224049847115936,0.0,0.6377595015288406,0.6377595015288406,0.36224049847115936,0.6377595015288406,0.0,0.0,0.36224049847115936,1,21-40
14325,530,44,4,0.0,1,0,0,190628.9370669871,1,2,642,1.0,0.0,0.0,0.6115477549131345,0.3884522450868655,0.0,0.0,1.0,0.0,1,41-60
14326,622,41,8,0.0,1,0,0,125950.19341579766,1,1,841,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
14327,578,53,1,121736.78581594791,1,0,1,84867.27168983962,1,1,747,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
14328,689,56,4,95901.2293772001,1,0,0,42590.22483786598,1,4,828,0.439930770637204,0.560069229362796,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
14329,539,40,6,121080.11220606958,3,1,0,40100.80017741056,1,2,576,0.0,0.691419412899804,0.308580587100196,0.0,1.0,0.0,0.691419412899804,0.0,0.308580587100196,1,21-40
14330,636,45,3,0.0,3,0,0,117225.36665905794,1,2,275,1.0,0.0,0.0,0.2624772962891736,0.7375227037108264,0.0,0.0,1.0,0.0,1,41-60
14331,680,49,7,0.0,1,0,0,85375.18212991576,1,4,352,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7884285603311598,0.21157143966884018,1,41-60
14332,570,56,6,0.0,1,0,0,107883.45388086888,1,4,332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,41-60
14333,737,52,6,152617.3724058829,1,1,0,47582.88076460028,1,1,698,0.31259752090467263,0.6874024790953274,0.0,0.0,1.0,0.31259752090467263,0.0,0.0,0.6874024790953274,1,41-60
14334,591,56,4,74804.62279368627,1,0,0,16091.60247709997,1,3,511,1.0,0.0,0.0,0.7303883553430067,0.2696116446569933,0.0,1.0,0.0,0.0,1,41-60
14335,763,29,6,150195.89047842642,1,1,0,62913.57449348097,1,3,433,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
14336,571,41,1,99902.60568593498,1,0,0,5026.737881441326,1,4,450,0.0,1.0,0.0,0.4964951784162923,0.5035048215837077,0.4964951784162923,0.0,0.0,0.5035048215837077,1,41-60
14337,725,52,5,127352.9198149151,1,1,0,195545.21568978418,1,2,718,0.29095965906208965,0.7090403409379104,0.0,0.29095965906208965,0.7090403409379104,1.0,0.0,0.0,0.0,1,41-60
14338,648,34,1,0.0,1,0,0,91142.52685736452,1,4,417,0.12170314648651526,0.0,0.8782968535134847,0.12170314648651526,0.8782968535134847,0.0,0.0,0.0,1.0,1,21-40
14339,637,48,4,80757.19719942083,1,1,0,71187.18655037842,1,3,759,0.0,0.4913829460050525,0.5086170539949475,0.4913829460050525,0.5086170539949475,0.5086170539949475,0.0,0.4913829460050525,0.0,1,41-60
14340,571,52,1,45640.891446069385,1,1,0,39875.84955196431,1,4,351,1.0,0.0,0.0,1.0,0.0,0.12059610633293238,0.0,0.8794038936670676,0.0,1,41-60
14341,600,43,4,154131.98664764487,1,1,0,52479.30277782601,1,3,618,0.0,1.0,0.0,0.6139428828606213,0.38605711713937874,0.0,0.38605711713937874,0.6139428828606213,0.0,1,41-60
14342,797,36,8,142059.78893731607,2,0,0,68572.10131233235,1,4,429,0.8431219673936371,0.0,0.1568780326063629,1.0,0.0,0.0,0.1568780326063629,0.0,0.8431219673936371,1,21-40
14343,601,48,4,132456.0560274809,1,0,0,36139.83586923018,1,2,410,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2384015780240587,0.7615984219759413,1,41-60
14344,807,45,5,0.0,1,1,0,187758.2067201001,1,3,297,0.7740695289867686,0.0,0.22593047101323138,0.22593047101323138,0.7740695289867686,0.7740695289867686,0.22593047101323138,0.0,0.0,1,41-60
14345,566,58,4,69125.97209041698,1,1,1,63380.05121387743,1,1,644,0.5597124374036385,0.4402875625963615,0.0,1.0,0.0,0.5597124374036385,0.0,0.4402875625963615,0.0,1,41-60
14346,591,53,3,0.0,1,0,0,42541.52670763527,1,2,580,1.0,0.0,0.0,0.3270556607207429,0.6729443392792571,0.0,0.0,0.0,1.0,1,41-60
14347,648,34,7,205015.2939230519,1,0,0,80209.10253426524,0,2,610,0.6545969707491441,0.0,0.34540302925085586,0.34540302925085586,0.6545969707491441,0.34540302925085586,0.0,0.0,0.6545969707491441,1,21-40
14348,426,24,6,169375.48645795512,2,0,0,136645.23667105153,1,1,601,0.06379062274253455,0.0,0.9362093772574654,1.0,0.0,0.0,0.9362093772574654,0.0,0.06379062274253455,1,21-40
14349,791,40,8,144207.4662490588,2,1,0,22325.924617679477,1,3,587,0.0,1.0,0.0,0.4547048497538245,0.5452951502461755,0.0,0.5452951502461755,0.4547048497538245,0.0,1,21-40
14350,638,59,1,0.0,1,1,1,11508.146662467876,1,3,773,0.46791981535463856,0.0,0.5320801846453614,0.0,1.0,0.0,0.0,0.5320801846453614,0.46791981535463856,1,41-60
14351,524,52,9,93392.57545571563,1,1,0,155146.5372053521,1,3,460,0.0,1.0,0.0,1.0,0.0,0.7479151886694012,0.2520848113305988,0.0,0.0,1,41-60
14352,622,41,8,159785.72452004196,1,1,0,81017.01421008962,1,1,597,0.1150120416813406,0.8849879583186594,0.0,0.1150120416813406,0.8849879583186594,0.0,0.0,0.8849879583186594,0.1150120416813406,1,41-60
14353,644,35,2,138241.7060590499,1,1,0,172300.56974708493,1,3,734,0.0,0.8265788470666893,0.17342115293331073,1.0,0.0,0.0,0.17342115293331073,0.0,0.8265788470666893,1,21-40
14354,475,45,4,102342.45079544804,1,1,1,183620.0436212036,1,2,707,0.0,1.0,0.0,1.0,0.0,0.08518705904246004,0.91481294095754,0.0,0.0,1,41-60
14355,738,40,4,0.0,1,0,0,121723.65375196893,1,5,405,0.4753568005666965,0.0,0.5246431994333035,0.0,1.0,0.4753568005666965,0.5246431994333035,0.0,0.0,1,21-40
14356,771,57,3,0.0,1,0,0,62477.77568508904,1,2,845,1.0,0.0,0.0,0.9747193388795607,0.02528066112043925,0.0,0.9747193388795607,0.02528066112043925,0.0,1,41-60
14357,647,48,6,105419.55143625477,1,1,1,89237.06921209338,1,1,274,0.0,0.5800474291460187,0.4199525708539813,0.5800474291460187,0.4199525708539813,1.0,0.0,0.0,0.0,1,41-60
14358,770,40,9,108089.1176979178,3,0,1,137567.34408273236,1,1,715,0.8826706177591931,0.11732938224080691,0.0,1.0,0.0,0.11732938224080691,0.0,0.0,0.8826706177591931,1,21-40
14359,643,40,4,0.0,1,0,0,172881.11145705768,1,4,818,1.0,0.0,0.0,1.0,0.0,0.0,0.7803708653192586,0.0,0.2196291346807414,1,21-40
14360,579,41,5,98327.55653587813,1,0,1,140047.7724473118,1,2,656,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
14361,649,37,4,125307.43856161446,1,1,0,134115.28197862633,1,1,462,0.19080641252673147,0.8091935874732685,0.0,1.0,0.0,0.8091935874732685,0.19080641252673147,0.0,0.0,1,21-40
14362,604,39,3,121251.55976410529,1,1,0,20582.603920828566,1,3,337,0.0,0.38575691629646525,0.6142430837035348,0.6142430837035348,0.38575691629646525,1.0,0.0,0.0,0.0,1,21-40
14363,658,38,2,0.0,2,1,0,40837.96510255384,1,4,416,0.20340344779883623,0.0,0.7965965522011638,1.0,0.0,0.0,0.0,1.0,0.0,1,21-40
14364,707,52,3,78049.54696865194,2,0,1,66380.89351787147,1,1,960,0.0,0.310103058024767,0.689896941975233,0.310103058024767,0.689896941975233,0.689896941975233,0.0,0.310103058024767,0.0,1,41-60
14365,778,55,5,94394.32647881679,1,0,0,121031.92992223556,1,2,679,0.047517085211382315,0.0,0.9524829147886177,0.047517085211382315,0.9524829147886177,0.0,0.9524829147886177,0.0,0.047517085211382315,1,41-60
14366,593,35,7,0.0,1,1,0,100017.68403137088,1,1,641,0.031934435523372495,0.0,0.9680655644766275,0.0,1.0,0.031934435523372495,0.0,0.0,0.9680655644766275,1,21-40
14367,658,52,5,0.0,1,0,0,18025.85564727458,1,3,762,0.5506869133587843,0.0,0.4493130866412157,0.5506869133587843,0.4493130866412157,0.0,1.0,0.0,0.0,1,41-60
14368,676,44,10,0.0,1,1,1,24366.518198009744,1,2,601,1.0,0.0,0.0,0.548573528410694,0.45142647158930604,0.548573528410694,0.0,0.0,0.45142647158930604,1,41-60
14369,751,57,7,115867.28074747862,1,0,0,158832.30814710492,1,1,346,0.0,1.0,0.0,0.43043296095355754,0.5695670390464425,0.0,0.43043296095355754,0.5695670390464425,0.0,1,41-60
14370,660,20,7,0.0,1,1,1,55768.67792947506,1,4,614,1.0,0.0,0.0,0.0,1.0,0.8657062626235646,0.13429373737643535,0.0,0.0,1,0-20
14371,584,42,7,95442.31044761035,2,1,1,132087.09318901398,1,4,796,0.0,1.0,0.0,0.0,1.0,0.79151723829739,0.20848276170261004,0.0,0.0,1,41-60
14372,706,36,8,153021.8123352771,1,0,0,88509.25462039976,1,3,620,0.0,1.0,0.0,0.0,1.0,0.0,0.3219829627642359,0.0,0.6780170372357641,1,21-40
14373,772,36,1,0.0,1,1,0,134949.04161034623,1,2,466,1.0,0.0,0.0,0.7889400580271873,0.21105994197281275,0.7889400580271873,0.0,0.0,0.21105994197281275,1,21-40
14374,749,45,6,0.0,1,0,0,65493.10141023506,1,5,665,1.0,0.0,0.0,0.25181788922078263,0.7481821107792174,1.0,0.0,0.0,0.0,1,41-60
14375,652,41,4,194396.25900649925,1,1,0,171114.17632762957,1,2,816,0.017105481803079914,0.0,0.9828945181969201,0.017105481803079914,0.9828945181969201,0.0,0.017105481803079914,0.9828945181969201,0.0,1,41-60
14376,697,51,4,0.0,2,0,0,66148.06968879586,1,3,580,0.4385321254076525,0.0,0.5614678745923475,0.5614678745923475,0.4385321254076525,0.4385321254076525,0.0,0.5614678745923475,0.0,1,41-60
14377,747,42,7,0.0,2,0,0,168353.12190570033,1,3,796,1.0,0.0,0.0,1.0,0.0,0.2718594265729942,0.7281405734270058,0.0,0.0,1,41-60
14378,835,43,9,133774.35414062644,1,0,0,26923.80485200522,1,3,343,0.4748677141979878,0.5251322858020122,0.0,1.0,0.0,0.5251322858020122,0.0,0.0,0.4748677141979878,1,41-60
14379,587,52,1,77128.26145973137,1,0,0,137533.71330516657,1,4,652,0.10258868539386112,0.8974113146061389,0.0,1.0,0.0,0.0,0.10258868539386112,0.0,0.8974113146061389,1,41-60
14380,685,59,8,0.0,3,1,1,75233.4790622227,1,4,294,0.9893741494710016,0.0,0.010625850528998448,0.0,1.0,0.010625850528998448,0.9893741494710016,0.0,0.0,1,41-60
14381,684,29,0,133557.8481364057,1,1,0,55483.22464472026,1,1,375,0.08962994357682452,0.0,0.9103700564231755,0.0,1.0,0.08962994357682452,0.0,0.9103700564231755,0.0,1,21-40
14382,681,29,5,103051.18198912016,1,1,0,57597.645624711295,1,1,756,0.0,1.0,0.0,0.24456036908148282,0.7554396309185172,0.24456036908148282,0.0,0.7554396309185172,0.0,1,21-40
14383,726,37,3,60018.30675104581,1,0,0,182127.16495102693,1,1,725,0.6841163942255638,0.0,0.3158836057744362,1.0,0.0,0.0,0.0,1.0,0.0,1,21-40
14384,536,34,3,103928.06680224897,1,1,1,184137.6300018185,1,3,805,0.0,1.0,0.0,1.0,0.0,0.6113178029382109,0.3886821970617891,0.0,0.0,1,21-40
14385,552,34,4,165463.11235297244,1,1,0,25904.066143423544,1,2,453,0.9719454571342165,0.0,0.02805454286578346,0.02805454286578346,0.9719454571342165,0.0,0.0,0.0,1.0,1,21-40
14386,652,43,5,144236.69898495328,2,0,0,155929.28965991113,1,2,958,1.0,0.0,0.0,0.4444885106755072,0.5555114893244928,0.0,0.4444885106755072,0.5555114893244928,0.0,1,41-60
14387,607,27,4,0.0,2,1,0,186483.71068900893,1,3,476,1.0,0.0,0.0,0.0,1.0,0.21632349451434219,0.0,0.7836765054856578,0.0,1,21-40
14388,664,53,7,157392.28670912105,1,0,0,87908.12110132807,1,3,874,1.0,0.0,0.0,0.7464783919260058,0.25352160807399415,0.0,0.0,0.25352160807399415,0.7464783919260058,1,41-60
14389,646,45,5,0.0,1,1,0,50678.500469329476,1,2,620,1.0,0.0,0.0,0.12865021162183787,0.8713497883781621,0.0,0.12865021162183787,0.0,0.8713497883781621,1,41-60
14390,566,40,4,0.0,2,0,0,118281.2116186107,1,2,608,0.47154860127171194,0.0,0.5284513987282881,0.5284513987282881,0.47154860127171194,0.5284513987282881,0.0,0.47154860127171194,0.0,1,21-40
14391,683,36,8,0.0,1,1,1,144321.0474395533,1,5,841,1.0,0.0,0.0,1.0,0.0,0.0,0.6787356137624156,0.32126438623758435,0.0,1,21-40
14392,657,38,4,135338.5153373658,1,1,0,173577.133457428,1,1,815,0.0,1.0,0.0,1.0,0.0,0.9251186225875153,0.0,0.0,0.07488137741248468,1,21-40
14393,681,43,1,102982.16141725765,1,1,0,33308.12602804948,1,3,633,0.2667297518732038,0.7332702481267962,0.0,0.2667297518732038,0.7332702481267962,1.0,0.0,0.0,0.0,1,41-60
14394,785,49,3,146919.99245572856,1,1,0,16809.610197862803,1,3,859,0.06857112847178781,0.9314288715282122,0.0,0.9314288715282122,0.06857112847178781,0.06857112847178781,0.9314288715282122,0.0,0.0,1,41-60
14395,563,46,8,106143.84258294964,1,1,0,163193.42693783363,1,2,672,0.019730814574334343,0.0,0.9802691854256657,1.0,0.0,0.0,0.9802691854256657,0.019730814574334343,0.0,1,41-60
14396,652,49,2,117140.5865598652,3,0,0,26088.334706351656,1,4,285,0.0,1.0,0.0,0.7814715956653138,0.21852840433468623,1.0,0.0,0.0,0.0,1,41-60
