,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited
9756,504,0,44,0,54428.37,1,1,0,7611.61,1,4,646,1,0,0,0,1,0,0,1
9757,513,1,33,1,63562.02,2,1,1,29995.83,1,1,230,0,0,1,0,1,0,0,1
9758,478,0,47,0,83287.05,2,0,1,44147.95,1,5,537,0,0,1,0,0,1,0,1
9759,568,1,44,1,73348.56,1,1,0,33462.94,1,2,354,1,0,0,1,0,0,0,1
9760,534,1,49,8,106804.26,3,1,0,7861.68,1,3,244,0,0,1,0,0,1,0,1
9761,476,1,35,4,111905.43,1,0,1,13999.64,1,3,222,0,1,0,0,0,1,0,1
9762,512,1,37,6,85146.48,2,0,0,38629.3,1,4,220,0,1,0,1,0,0,0,1
9763,513,1,42,1,63562.02,2,0,1,46998.13,1,1,230,0,0,1,0,1,0,0,1
9764,578,0,35,5,71816.74,2,1,0,54359.02,1,1,240,0,1,0,0,0,1,0,1
9765,575,0,49,2,72092.95,4,1,1,26912.72,1,4,227,0,0,1,0,1,0,0,1
9766,537,0,46,4,89743.05,1,1,0,16259.64,1,3,245,0,1,0,0,0,1,0,1
9767,565,0,45,1,95727.05,1,0,0,70916.0,1,4,234,0,1,0,0,0,1,0,1
9768,507,1,36,3,100337.96,3,1,0,3966.5,1,2,291,1,0,0,0,1,0,0,1
9769,491,0,47,0,93716.72,1,1,1,5036.39,1,1,279,0,1,0,0,1,0,0,1
9770,521,1,37,0,39344.83,1,1,1,61759.33,1,3,258,0,1,0,0,0,0,1,1
9771,513,1,33,1,63562.02,2,1,1,29995.83,1,1,230,0,0,1,0,0,0,1,1
9772,708,0,50,8,70754.18,1,1,1,5036.39,1,1,296,0,1,0,0,0,0,1,1
9773,498,1,46,1,82182.1,1,1,0,34580.8,1,2,287,0,1,0,0,1,0,0,1
9774,561,0,49,2,102025.32,1,0,0,8080.85,1,1,338,0,1,0,0,1,0,0,1
9775,581,1,41,0,67178.19,1,0,1,7926.35,1,2,783,0,1,0,0,0,1,0,1
9776,736,1,50,9,95295.39,1,1,0,28434.44,1,1,338,0,1,0,0,0,1,0,1
9777,592,1,50,9,0.0,3,1,1,13614.01,1,4,295,0,0,1,0,0,0,1,1
9778,546,0,47,1,0.0,1,1,0,13181.37,1,5,252,0,1,0,0,0,0,1,1
9779,669,1,50,2,88827.53,1,1,0,18633.4,1,3,248,0,0,1,0,1,0,0,1
9780,505,0,25,3,86605.5,3,0,0,16649.31,1,2,683,0,1,0,1,0,0,0,1
9781,521,0,34,7,70731.07,1,0,1,20243.97,1,2,792,0,1,0,0,1,0,0,1
9782,525,0,51,3,0.0,3,1,0,6554.97,1,2,242,1,0,0,1,0,0,0,1
9783,616,0,40,1,91611.12,1,1,0,236.45,1,2,801,0,1,0,1,0,0,0,1
9784,531,0,49,4,0.0,1,1,0,79342.31,1,2,226,1,0,0,1,0,0,0,1
9785,359,0,42,6,93608.28,1,1,0,62514.65,1,1,353,0,1,0,0,0,0,1,1
9786,418,0,45,1,0.0,1,1,1,58907.08,1,2,296,0,1,0,0,1,0,0,1
9787,428,0,40,2,33563.95,2,1,0,47271.61,1,1,304,0,0,1,0,0,1,0,1
9788,580,1,24,9,69478.57,1,1,0,8973.67,1,1,499,1,0,0,1,0,0,0,1
9789,520,1,48,2,91246.53,1,1,0,1140.02,1,1,401,0,0,1,0,0,0,1,1
9790,420,0,52,0,91893.32,1,1,1,46369.57,1,1,226,0,1,0,0,0,0,1,1
9791,541,0,29,9,100116.67,1,1,1,5684.17,1,4,268,0,0,1,0,0,1,0,1
9792,629,0,40,9,75361.44,1,1,0,27341.63,1,1,661,0,0,1,0,0,1,0,1
9793,505,0,45,9,108806.96,3,1,0,7861.68,1,5,247,1,0,0,0,0,1,0,1
9794,532,1,56,9,91893.32,1,1,0,39488.04,1,2,293,0,1,0,0,0,0,1,1
9795,575,1,49,6,93871.95,4,1,0,28373.86,1,4,227,0,0,1,0,0,1,0,1
9796,595,0,53,7,0.0,2,1,0,32159.46,1,3,287,0,0,1,0,1,0,0,1
9797,516,1,35,7,0.0,1,1,0,32863.24,1,5,418,0,1,0,1,0,0,0,1
9798,546,0,32,4,96340.81,2,1,1,25744.13,1,1,440,1,0,0,0,0,0,1,1
9799,579,0,21,2,108431.87,2,0,1,8590.83,1,5,247,0,0,1,0,1,0,0,1
9800,438,0,48,1,0.0,1,1,0,13161.66,1,1,281,0,0,1,0,0,0,1,1
9801,516,0,48,9,91502.99,1,1,0,38411.79,1,5,253,0,1,0,0,0,1,0,1
9802,511,1,48,6,97565.74,1,1,0,30635.52,1,1,675,0,1,0,0,1,0,0,1
9803,534,1,42,2,0.0,2,0,0,36697.48,1,3,237,0,1,0,0,0,0,1,1
9804,685,0,22,1,0.0,3,1,1,70221.13,1,3,434,0,1,0,0,0,0,1,1
9805,537,0,38,2,0.0,1,1,0,25488.43,1,1,443,0,0,1,0,0,0,1,1
9806,563,0,39,5,96652.86,1,1,0,14109.85,1,3,317,1,0,0,0,0,1,0,1
9807,850,0,39,6,68065.8,1,1,0,12639.67,1,2,246,1,0,0,0,0,1,0,1
9808,578,0,35,5,71816.74,2,1,0,54359.02,1,1,240,0,1,0,1,0,0,0,1
9809,474,0,31,2,0.0,2,1,0,50560.45,1,2,343,1,0,0,0,1,0,0,1
9810,523,0,27,6,106434.94,1,0,1,66753.1,1,1,792,0,1,0,0,1,0,0,1
9811,523,0,40,8,96418.09,1,1,0,64853.51,1,1,230,0,1,0,1,0,0,0,1
9812,453,0,44,5,0.0,3,1,0,3440.47,1,1,431,1,0,0,1,0,0,0,1
9813,516,1,45,4,0.0,1,1,0,33676.48,1,2,255,0,1,0,1,0,0,0,1
9814,565,0,47,3,81245.79,1,0,0,69643.31,1,4,234,0,1,0,0,0,1,0,1
9815,753,0,46,1,102286.6,3,1,0,61446.92,1,1,314,0,1,0,1,0,0,0,1
9816,457,0,37,8,73700.12,4,1,1,6981.43,1,2,310,0,0,1,0,0,1,0,1
9817,532,1,41,3,80214.36,1,1,0,31904.31,1,1,326,1,0,0,0,0,0,1,1
9818,563,1,45,8,103583.05,1,1,0,25881.0,1,2,376,1,0,0,0,1,0,0,1
9819,559,0,54,6,92887.06,1,1,0,22832.71,1,1,384,0,1,0,1,0,0,0,1
9820,589,0,46,1,0.0,1,1,0,14679.81,1,4,258,1,0,0,0,0,1,0,1
9821,614,1,44,0,93925.3,1,1,0,20955.03,1,2,314,1,0,0,0,0,0,1,1
9822,502,0,48,2,101465.31,1,0,0,15068.53,1,5,285,0,0,1,0,1,0,0,1
9823,575,0,47,0,90044.32,2,0,1,21063.71,1,5,232,0,0,1,0,0,0,1,1
9824,561,0,49,1,73309.38,1,1,0,21228.34,1,1,298,0,0,1,0,0,1,0,1
9825,518,1,49,7,0.0,1,1,0,13566.48,1,4,225,0,1,0,0,1,0,0,1
9826,549,0,42,1,0.0,1,1,0,1262.83,1,2,420,1,0,0,1,0,0,0,1
9827,606,0,25,7,74623.5,3,1,0,9149.96,1,5,330,1,0,0,0,0,0,1,1
9828,511,0,45,3,0.0,1,1,1,11199.04,1,3,298,0,1,0,1,0,0,0,1
9829,516,1,46,3,0.0,1,0,1,5557.88,1,2,445,0,1,0,0,1,0,0,1
9830,523,0,39,1,105722.69,1,1,1,59636.43,1,1,732,1,0,0,0,1,0,0,1
9831,659,1,47,4,97036.22,2,1,0,50168.41,1,1,291,1,0,0,0,0,0,1,1
9832,551,0,45,6,12459.19,1,1,0,48571.14,1,2,485,1,0,0,0,0,1,0,1
9833,629,0,37,2,92171.35,3,1,0,10137.34,1,1,507,1,0,0,0,0,0,1,1
9834,635,0,37,3,89634.69,1,1,1,1713.1,1,1,368,0,1,0,0,0,0,1,1
9835,586,0,47,0,47020.65,2,0,1,30984.59,1,3,299,0,0,1,0,1,0,0,1
9836,575,0,47,0,90044.32,2,1,1,38798.79,1,5,232,0,1,0,0,1,0,0,1
9837,527,0,34,0,27755.97,1,1,0,22102.25,1,2,290,1,0,0,0,0,0,1,1
9838,575,0,47,0,90044.32,2,1,1,38798.79,1,5,232,1,0,0,0,0,1,0,1
9839,601,0,44,5,0.0,3,0,1,66926.83,1,2,343,0,0,1,1,0,0,0,1
9840,544,1,48,7,78314.63,3,1,1,67944.09,1,5,403,1,0,0,0,0,0,1,1
9841,523,0,37,2,0.0,2,0,0,2423.9,1,4,343,0,0,1,1,0,0,0,1
9842,594,0,48,4,0.0,1,1,0,5408.74,1,2,283,0,1,0,0,0,1,0,1
9843,590,0,48,9,29602.08,1,1,0,63051.32,1,2,289,0,1,0,0,1,0,0,1
9844,512,1,40,4,75075.14,1,0,1,8651.92,1,2,267,0,1,0,0,0,1,0,1
9845,608,0,42,2,0.0,2,1,0,36697.48,1,5,226,0,1,0,0,0,0,1,1
9846,510,1,25,1,113688.63,1,1,0,33099.41,1,2,268,0,1,0,0,0,1,0,1
9847,669,1,50,2,88827.53,1,1,0,18633.4,1,3,248,0,0,1,1,0,0,0,1
9848,850,0,39,6,68065.8,1,1,0,12639.67,1,2,246,1,0,0,0,0,1,0,1
9849,465,0,51,8,61354.14,1,1,0,38867.46,1,1,442,1,0,0,1,0,0,0,1
9850,523,0,37,2,0.0,2,0,0,2423.9,1,4,343,1,0,0,0,0,0,1,1
9851,563,1,45,8,103583.05,1,1,0,25881.0,1,2,376,0,0,1,1,0,0,0,1
9852,483,1,41,1,99339.0,1,1,0,26025.6,1,3,224,0,1,0,0,0,1,0,1
9853,575,0,49,2,72092.95,4,1,1,26912.72,1,4,227,0,1,0,0,1,0,0,1
9854,505,0,45,9,108806.96,3,1,0,7861.68,1,5,247,0,1,0,0,0,1,0,1
9855,467,1,51,8,79811.72,2,0,0,46521.45,1,1,227,1,0,0,0,0,1,0,1
9856,533,0,46,1,102286.6,4,0,0,27145.73,1,1,230,0,0,1,0,0,0,1,1
9857,512,1,41,1,103711.56,1,0,1,31257.1,1,2,229,0,1,0,0,1,0,0,1
9858,511,1,48,1,97565.74,1,1,0,88307.87,1,2,378,1,0,0,0,1,0,0,1
9859,572,1,42,1,93960.35,1,1,0,26450.57,1,4,417,0,1,0,1,0,0,0,1
9860,530,0,50,5,107959.39,1,1,1,5036.39,1,5,296,0,1,0,0,0,0,1,1
9861,476,1,35,4,111905.43,1,0,1,13999.64,1,3,222,1,0,0,0,0,1,0,1
9862,543,1,42,3,84445.68,3,0,1,16392.72,1,1,336,1,0,0,1,0,0,0,1
9863,595,0,53,7,0.0,2,1,0,32159.46,1,3,287,1,0,0,1,0,0,0,1
9864,479,1,35,1,92833.89,1,1,0,47031.4,1,1,257,0,1,0,0,0,1,0,1
9865,614,1,40,2,0.0,1,1,1,20339.79,1,2,298,0,1,0,0,1,0,0,1
9866,543,0,48,2,92887.06,1,1,0,33310.72,1,2,848,1,0,0,0,0,1,0,1
9867,524,0,40,9,0.0,1,1,0,57817.84,1,2,324,0,1,0,0,1,0,0,1
9868,535,0,22,2,96652.86,1,1,0,14109.85,1,5,317,0,1,0,0,1,0,0,1
9869,350,0,36,6,93608.28,1,1,0,118372.55,1,1,475,0,1,0,0,0,0,1,1
9870,592,0,35,5,71816.74,2,1,0,54019.93,1,1,240,1,0,0,1,0,0,0,1
9871,641,1,26,4,56738.47,2,1,1,15795.88,1,1,307,1,0,0,0,1,0,0,1
9872,678,1,49,8,98649.55,1,0,0,119174.88,1,1,267,0,1,0,1,0,0,0,1
9873,624,0,56,8,56580.93,1,1,0,4859.59,1,4,235,1,0,0,0,0,1,0,1
9874,614,1,40,2,0.0,1,1,1,20339.79,1,2,298,1,0,0,0,0,1,0,1
9875,511,1,46,3,0.0,1,1,1,5557.88,1,3,445,0,1,0,0,0,1,0,1
9876,443,0,38,9,108308.0,1,1,0,27046.46,1,4,326,1,0,0,0,0,0,1,1
9877,525,0,47,6,55328.4,1,1,0,15068.53,1,4,310,0,1,0,0,1,0,0,1
9878,515,0,33,2,90432.92,1,0,1,13999.64,1,1,362,0,1,0,0,0,1,0,1
9879,479,0,31,8,107818.63,1,0,0,21903.62,1,2,462,0,1,0,0,0,1,0,1
9880,557,0,34,6,42157.08,1,1,0,20598.59,1,1,502,0,1,0,0,0,0,1,1
9881,525,0,45,4,55328.4,1,1,0,26812.89,1,3,252,0,1,0,0,1,0,0,1
9882,479,1,35,1,92833.89,1,1,0,47031.4,1,1,257,0,1,0,0,1,0,0,1
9883,525,0,51,0,0.0,3,1,0,6554.97,1,2,231,0,1,0,0,0,1,0,1
9884,459,1,46,5,89087.89,1,1,1,4969.13,1,1,351,0,0,1,0,0,0,1,1
9885,512,1,36,1,0.0,1,0,1,12905.89,1,1,231,0,0,1,1,0,0,0,1
9886,535,0,22,2,96652.86,1,1,0,14109.85,1,5,317,1,0,0,0,0,0,1,1
9887,551,1,33,6,98088.09,1,1,1,26687.22,1,2,233,1,0,0,0,0,1,0,1
9888,568,0,26,10,83495.11,1,1,1,54083.8,1,2,244,1,0,0,1,0,0,0,1
9889,527,0,33,4,0.0,1,1,0,26080.54,1,4,277,0,1,0,0,0,1,0,1
9890,518,1,50,1,0.0,1,1,0,70649.64,1,4,225,1,0,0,0,0,0,1,1
9891,518,1,50,1,0.0,1,1,0,70649.64,1,2,225,0,1,0,0,0,0,1,1
9892,499,0,40,0,81954.6,1,0,1,14868.94,1,3,403,0,1,0,0,0,0,1,1
9893,568,0,26,8,98592.88,1,0,1,29835.37,1,1,244,1,0,0,1,0,0,0,1
9894,554,0,52,1,77354.37,1,1,0,21085.17,1,4,336,0,1,0,0,0,1,0,1
9895,588,0,36,0,0.0,2,1,0,10899.63,1,5,343,1,0,0,1,0,0,0,1
9896,469,0,55,8,108449.23,3,0,0,88372.69,1,1,295,0,1,0,1,0,0,0,1
9897,512,1,36,4,102773.2,2,1,0,12599.94,1,1,532,1,0,0,1,0,0,0,1
9898,502,0,42,8,116220.5,3,1,0,16929.41,1,2,226,1,0,0,1,0,0,0,1
9899,521,0,49,8,66079.45,2,0,0,12628.61,1,2,318,0,1,0,0,0,1,0,1
9900,641,1,26,4,56738.47,2,1,1,15795.88,1,1,307,1,0,0,0,1,0,0,1
9901,523,0,39,6,106434.94,1,0,1,59636.43,1,1,792,1,0,0,0,1,0,0,1
9902,621,1,40,7,77526.66,3,0,0,41921.06,1,5,339,0,1,0,0,0,1,0,1
9903,640,0,43,5,80764.03,1,1,0,98640.15,1,3,266,0,1,0,0,0,0,1,1
9904,438,1,48,1,97565.74,1,1,0,51565.98,1,2,527,0,0,1,1,0,0,0,1
9905,614,0,37,5,89634.69,1,1,1,6589.16,1,4,322,1,0,0,0,0,0,1,1
9906,540,0,36,2,0.0,1,0,1,27011.8,1,3,231,1,0,0,0,1,0,0,1
9907,570,0,60,10,44020.89,1,1,0,10703.53,1,3,289,0,1,0,1,0,0,0,1
9908,590,0,37,0,51116.26,1,1,1,6589.16,1,4,282,1,0,0,0,0,1,0,1
9909,555,1,45,1,66338.68,1,1,1,18772.5,1,3,271,0,1,0,0,1,0,0,1
9910,549,1,27,5,122478.51,1,1,0,64381.33,1,1,390,1,0,0,0,0,1,0,1
9911,588,0,36,0,0.0,2,1,0,10899.63,1,5,343,1,0,0,0,0,1,0,1
9912,518,1,50,1,0.0,1,1,0,70649.64,1,2,225,1,0,0,0,1,0,0,1
9913,430,1,59,5,70655.48,1,1,0,30635.52,1,2,404,1,0,0,0,0,1,0,1
9914,727,0,42,6,104339.11,2,1,1,104678.78,1,1,304,1,0,0,1,0,0,0,1
9915,519,0,46,1,110314.21,2,1,0,91.75,1,1,291,1,0,0,1,0,0,0,1
9916,516,0,50,1,0.0,1,0,1,8546.87,1,2,290,1,0,0,0,0,0,1,1
9917,519,0,21,1,64497.94,3,1,1,29583.48,1,5,330,1,0,0,1,0,0,0,1
9918,635,0,37,3,89634.69,1,1,1,1713.1,1,1,368,0,1,0,0,0,1,0,1
9919,558,0,37,0,51116.26,1,0,1,7387.8,1,2,233,0,0,1,1,0,0,0,1
9920,710,0,24,10,102556.18,2,1,0,15832.43,1,3,361,0,0,1,0,0,0,1,1
9921,512,1,37,3,102773.2,2,0,0,8755.69,1,1,389,1,0,0,0,0,0,1,1
9922,540,0,41,1,0.0,3,1,1,70221.13,1,3,223,0,0,1,0,1,0,0,1
9923,476,1,37,2,0.0,1,0,1,32430.94,1,2,285,1,0,0,1,0,0,0,1
9924,476,0,35,6,100032.52,1,0,0,5159.21,1,1,384,1,0,0,0,0,1,0,1
9925,549,1,27,5,113488.68,1,1,0,64381.33,1,1,969,0,1,0,0,0,1,0,1
9926,743,0,40,7,0.0,1,1,0,28280.8,1,2,832,0,0,1,0,0,0,1,1
9927,425,0,32,3,56738.47,2,1,1,52583.79,1,1,374,1,0,0,0,0,1,0,1
9928,484,1,50,3,59486.31,1,1,0,49954.79,1,3,669,0,1,0,0,0,0,1,1
9929,534,0,43,1,97067.69,1,0,1,12483.39,1,3,292,1,0,0,0,0,1,0,1
9930,522,1,34,3,82373.94,1,1,0,51226.32,1,2,554,1,0,0,0,0,0,1,1
9931,547,1,50,6,0.0,1,1,0,13921.82,1,4,343,1,0,0,0,1,0,0,1
9932,644,0,33,2,0.0,1,0,1,27557.18,1,1,653,1,0,0,0,0,0,1,1
9933,498,1,46,1,82182.1,1,0,0,34580.8,1,2,287,0,0,1,0,0,1,0,1
9934,669,1,50,7,88827.53,1,1,0,65156.83,1,3,248,0,1,0,0,1,0,0,1
9935,510,0,52,1,99097.33,1,1,1,23548.45,1,4,297,0,0,1,0,0,1,0,1
9936,516,1,35,7,0.0,1,1,0,32863.24,1,5,418,0,0,1,0,0,0,1,1
9937,520,0,45,3,57784.22,1,1,0,17682.02,1,1,669,1,0,0,0,1,0,0,1
9938,484,1,48,2,59486.31,1,1,0,24770.22,1,2,751,0,1,0,0,0,0,1,1
9939,518,1,50,2,0.0,1,1,0,107112.25,1,2,225,0,1,0,0,0,0,1,1
9940,514,1,38,10,102980.44,1,1,0,1285.81,1,1,336,1,0,0,1,0,0,0,1
9941,493,0,56,6,65971.61,2,1,0,14608.0,1,2,320,0,1,0,0,1,0,0,1
9942,510,0,28,0,96652.86,1,1,0,5790.9,1,3,268,0,1,0,0,0,1,0,1
9943,572,1,48,4,99353.42,1,0,0,9445.42,1,2,239,1,0,0,0,0,0,1,1
9944,580,0,44,0,118715.86,1,0,0,10072.55,1,1,362,1,0,0,1,0,0,0,1
9945,753,1,40,7,113348.14,1,0,1,980.93,1,4,219,1,0,0,0,1,0,0,1
9946,727,1,47,5,70655.48,1,1,0,25881.0,1,2,404,0,1,0,0,0,0,1,1
9947,491,0,45,1,65190.29,1,1,1,5893.23,1,1,390,1,0,0,0,1,0,0,1
9948,444,0,44,1,0.0,2,1,0,43018.82,1,2,359,0,1,0,1,0,0,0,1
9949,624,1,37,3,100275.88,1,0,0,10070.4,1,3,343,1,0,0,0,0,0,1,1
9950,767,1,47,2,0.0,1,1,0,21312.16,1,3,273,0,1,0,1,0,0,0,1
9951,579,0,39,3,86038.21,3,0,0,3966.5,1,5,255,0,0,1,0,0,0,1,1
9952,539,1,40,6,0.0,1,0,1,56850.92,1,3,720,0,1,0,0,0,1,0,1
9953,544,1,47,2,64646.7,1,0,0,1140.02,1,2,267,0,1,0,0,0,1,0,1
9954,491,0,49,5,93716.72,1,1,1,6985.34,1,2,270,0,1,0,0,0,0,1,1
9955,532,1,41,1,91536.93,1,1,0,17185.95,1,2,399,1,0,0,0,0,0,1,1
9956,555,0,46,1,110597.76,1,1,1,43507.1,1,1,314,0,0,1,0,1,0,0,1
9957,529,0,35,8,0.0,1,1,0,81259.25,1,1,339,1,0,0,1,0,0,0,1
9958,570,0,26,6,68065.8,1,1,0,62454.01,1,4,368,0,0,1,0,0,0,1,1
9959,511,1,45,8,68375.27,1,1,0,47428.73,1,4,351,0,0,1,0,1,0,0,1
9960,476,0,37,6,0.0,1,1,1,12916.32,1,1,331,1,0,0,1,0,0,0,1
9961,516,1,45,4,0.0,1,1,0,33676.48,1,2,255,0,1,0,1,0,0,0,1
9962,606,0,29,3,46388.16,3,1,0,45482.04,1,5,330,1,0,0,0,1,0,0,1
9963,688,1,33,2,0.0,1,0,0,27557.18,1,1,653,1,0,0,0,1,0,0,1
9964,531,0,49,4,0.0,1,1,0,79342.31,1,2,226,1,0,0,0,1,0,0,1
9965,553,1,46,3,38340.02,1,1,0,13464.64,1,3,340,1,0,0,0,1,0,0,1
9966,350,0,30,0,93608.28,1,1,0,17376.57,1,2,261,1,0,0,0,1,0,0,1
9967,547,0,39,3,74596.15,3,1,1,25136.95,1,1,290,0,1,0,1,0,0,0,1
9968,467,1,51,6,79811.72,2,1,1,68260.27,1,1,281,0,1,0,0,1,0,0,1
9969,581,1,39,1,89772.3,1,1,0,16770.31,1,3,438,1,0,0,0,0,0,1,1
9970,554,0,52,8,44020.89,1,1,0,4859.59,1,3,235,1,0,0,1,0,0,0,1
9971,480,1,47,0,75408.33,1,1,0,5472.7,1,1,304,0,0,1,0,1,0,0,1
9972,567,0,46,4,0.0,1,0,0,5549.11,1,3,258,1,0,0,1,0,0,0,1
9973,553,1,46,3,38340.02,1,1,0,13464.64,1,3,340,0,1,0,1,0,0,0,1
9974,675,0,38,9,68065.8,1,0,0,22068.83,1,1,385,1,0,0,1,0,0,0,1
9975,461,1,48,5,85891.55,1,1,0,9439.31,1,1,265,0,0,1,0,0,1,0,1
9976,544,1,51,10,78314.63,3,1,1,84358.71,1,1,329,0,1,0,1,0,0,0,1
9977,593,0,48,5,90044.32,2,1,1,41536.59,1,4,351,0,1,0,1,0,0,0,1
9978,512,1,40,4,75075.14,1,0,1,8651.92,1,2,267,0,1,0,0,0,0,1,1
9979,742,0,43,2,92805.72,1,0,1,17375.27,1,1,334,0,1,0,0,0,0,1,1
9980,710,0,24,10,102556.18,2,1,0,15832.43,1,3,361,0,0,1,1,0,0,0,1
9981,515,0,46,2,103163.35,1,1,0,16259.64,1,1,367,0,0,1,0,0,1,0,1
9982,529,0,23,0,0.0,1,1,0,582.59,1,5,339,0,0,1,0,1,0,0,1
9983,572,1,48,4,99353.42,1,1,0,36091.91,1,5,239,0,1,0,0,0,1,0,1
9984,579,0,39,5,86038.21,3,1,0,3966.5,1,5,226,1,0,0,1,0,0,0,1
9985,558,0,37,0,51116.26,1,0,1,7387.8,1,2,233,0,1,0,0,0,0,1,1
9986,510,0,38,4,0.0,1,1,0,38410.74,1,4,283,0,1,0,1,0,0,0,1
9987,526,0,36,6,67996.23,2,0,0,50129.87,1,1,361,1,0,0,0,0,1,0,1
9988,586,1,47,7,104469.58,1,1,1,25165.36,1,3,367,1,0,0,1,0,0,0,1
9989,708,0,50,8,70754.18,1,1,1,5036.39,1,1,296,0,0,1,0,1,0,0,1
9990,428,0,40,3,33563.95,2,1,0,42131.26,1,1,407,1,0,0,0,0,0,1,1
9991,619,1,43,0,80090.93,1,1,0,1285.81,1,5,295,0,1,0,0,0,0,1,1
9992,510,0,39,4,96652.86,1,1,0,14109.85,1,3,317,1,0,0,0,0,1,0,1
9993,502,0,42,5,93259.57,3,1,0,36051.46,1,5,226,1,0,0,0,0,1,0,1
9994,529,0,35,8,0.0,1,1,0,81259.25,1,1,339,0,1,0,0,0,0,1,1
9995,350,1,36,7,0.0,1,1,0,49161.12,1,1,383,1,0,0,1,0,0,0,1
9996,595,0,52,0,0.0,1,1,1,22835.13,1,1,333,1,0,0,0,0,0,1,1
9997,550,0,40,10,106731.58,1,1,0,18761.92,1,4,337,0,0,1,0,1,0,0,1
9998,425,0,22,4,77270.08,2,0,1,36923.67,1,1,539,0,1,0,0,0,0,1,1
9999,552,0,44,0,52831.13,1,0,1,112649.22,1,1,245,0,1,0,0,0,1,0,1
10000,538,0,45,9,0.0,2,1,0,41371.68,1,3,252,0,1,0,0,1,0,0,1
10001,556,0,52,2,0.0,1,1,0,90964.54,1,1,307,0,1,0,1,0,0,0,1
10002,527,0,33,4,0.0,1,1,0,26080.54,1,4,277,0,1,0,0,0,1,0,1
10003,467,1,51,6,79811.72,2,1,1,68260.27,1,1,281,1,0,0,0,0,0,1,1
10004,595,1,52,2,0.0,1,1,0,944.41,1,1,333,0,1,0,1,0,0,0,1
10005,453,0,42,2,0.0,3,0,0,5459.07,1,1,398,0,1,0,0,0,0,1,1
10006,742,0,43,2,92805.72,1,0,1,17375.27,1,1,334,1,0,0,0,1,0,0,1
10007,512,1,37,6,85146.48,2,0,0,38629.3,1,4,220,1,0,0,0,1,0,0,1
10008,515,0,46,2,104552.61,1,1,0,20276.87,1,1,245,1,0,0,0,0,0,1,1
10009,498,1,46,4,99353.42,1,0,0,9445.42,1,2,239,1,0,0,1,0,0,0,1
10010,502,0,43,0,95984.21,1,0,1,12483.39,1,3,403,1,0,0,0,0,0,1,1
10011,531,0,46,7,0.0,1,0,0,18094.96,1,4,226,0,1,0,0,0,0,1,1
10012,605,0,51,3,105229.53,1,1,1,34967.75,1,3,424,0,1,0,1,0,0,0,1
10013,653,1,41,1,99339.0,1,1,0,15126.32,1,4,224,1,0,0,0,0,1,0,1
10014,619,1,26,4,56738.47,2,0,1,36923.67,1,1,307,0,1,0,0,1,0,0,1
10015,483,1,22,9,67111.65,1,1,0,20629.4,1,3,371,1,0,0,0,0,1,0,1
10016,498,1,44,4,99165.84,1,1,1,53445.17,1,5,244,0,0,1,0,0,0,1,1
10017,446,0,45,1,97361.66,1,1,1,2319.96,1,5,270,0,1,0,1,0,0,0,1
10018,535,1,47,9,109472.47,1,1,1,5811.9,1,2,351,0,1,0,0,0,1,0,1
10019,608,0,42,2,0.0,2,1,0,36697.48,1,5,226,0,1,0,0,1,0,0,1
10020,638,0,33,5,51116.26,1,1,1,56585.2,1,4,249,0,1,0,0,1,0,0,1
10021,479,0,31,1,109044.6,1,0,0,50774.81,1,1,711,0,1,0,0,0,0,1,1
10022,635,1,18,2,0.0,2,1,1,19367.98,1,4,407,0,1,0,0,1,0,0,1
10023,566,0,42,1,0.0,1,1,0,1262.83,1,1,420,0,0,1,0,0,0,1,1
10024,512,1,34,4,56214.85,2,0,0,38629.3,1,4,220,0,1,0,0,1,0,0,1
10025,540,0,41,1,0.0,3,1,1,70221.13,1,3,223,1,0,0,0,1,0,0,1
10026,543,1,42,3,74274.87,3,1,0,16392.72,1,1,228,0,1,0,1,0,0,0,1
10027,532,1,44,3,86102.27,1,1,0,8128.32,1,2,567,0,0,1,0,0,1,0,1
10028,478,0,47,0,83287.05,2,0,1,44147.95,1,5,537,0,1,0,0,0,1,0,1
10029,505,0,45,9,106804.26,3,1,0,7861.68,1,3,247,1,0,0,0,0,0,1,1
10030,474,0,33,3,0.0,2,0,0,2423.9,1,4,343,0,1,0,0,1,0,0,1
10031,546,0,44,9,0.0,1,0,1,13181.37,1,2,307,0,0,1,0,0,1,0,1
10032,659,1,34,7,70731.07,1,1,1,20243.97,1,2,481,1,0,0,0,1,0,0,1
10033,513,1,33,8,0.0,1,1,0,26080.54,1,4,276,0,1,0,1,0,0,0,1
10034,457,0,37,8,73700.12,4,1,1,6981.43,1,2,310,1,0,0,1,0,0,0,1
10035,580,0,42,2,102016.38,1,0,1,10072.55,1,1,269,0,1,0,0,1,0,0,1
10036,487,1,50,2,104469.58,1,1,1,12944.17,1,4,352,0,1,0,1,0,0,0,1
10037,547,0,39,3,74596.15,3,1,1,47114.18,1,1,240,0,1,0,0,1,0,0,1
10038,430,1,45,9,70655.48,1,1,0,25881.0,1,2,404,0,1,0,0,1,0,0,1
10039,469,0,55,8,115895.22,3,0,0,4176.17,1,4,642,0,1,0,0,0,0,1,1
